"Round 1","Round 2","Round 3","Round 4","Cell type number","Final cell type","X","Y","CD31...vasculature.Cyc_19_ch_3","CD34...vasculature.Cyc_20_ch_3","Cytokeratin...epithelia.Cyc_10_ch_2","aSMA...smooth.muscle.Cyc_11_ch_2","Podoplanin...lymphatics.Cyc_19_ch_4","CD45...hematopoietic.cells.Cyc_4_ch_2","CD15...granulocytes.Cyc_14_ch_2","CD3...T.cells.Cyc_16_ch_4","CD20...B.cells.Cyc_8_ch_3","CD11c...DCs.Cyc_12_ch_3","CD163...macrophages.Cyc_17_ch_3","CD68...macrophages.Cyc_18_ch_4","CD38...multifunctional.Cyc_20_ch_4","CD56...NK.cells.Cyc_10_ch_4","CD8...cytotoxic.T.cells.Cyc_3_ch_2","CD4...T.helper.cells.Cyc_6_ch_3","CD45RO...memory.cells.Cyc_18_ch_3","FOXP3...regulatory.T.cells.Cyc_2_ch_3"
"immune cells","CD15+ granulocytes","Unknown","Unknown","7","CD15+ granulocytes","510","272","448.0601196","153.3447113","1.124890208","57.29586029","46.74154663","949.718689","81.44265747","2124.25415","0.008969782","423.3434448","1235.859375","858.4146118","68.20771027","346.1778259","9559.805664","519.2587891","6100.658203","407.0983276"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","511","696","24.10279274","164.0644531","0.049389154","557.7391357","183.8705902","1792.896362","0","1222.796875","0","77.27043915","317.8058472","174.2948761","311.9020691","208.0209198","7879.174805","114.8910446","4597.479004","330.0761719"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","525","695","17.15023804","149.9355469","0","401.762146","172.5847015","893.8717651","0","2177.724609","0","53.20194244","212.164978","304.9572449","268.7355042","241.8508911","5162.116699","1505.80896","13307.57227","211.1909027"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","548","350","26.82022476","61.27437592","2.128770351","1216.344238","149.2268066","68.06486511","285.7670593","980.9135742","0.000866","244.224472","536.0217285","1088.729492","322.2088318","460.0609131","1583.104858","198.459259","4326.208984","415.9472961"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","550","400","26.77553749","201.5692596","0.496249467","733.2036133","105.1256027","1879.100708","2.114212513","1153.239136","0.012314008","76.33999634","186.0505524","178.6299133","192.3527222","236.6838074","2037.630371","205.205658","3588.17627","304.3360596"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","542","771","6.144984722","450.630127","0.615051329","1070.077026","123.4908066","2972.139404","0.752706945","834.4454346","0.00018","737.0323486","320.9037476","282.9750061","510.3105774","767.9112549","9913.472656","1879.371948","9569.649414","301.8197632"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","549","843","3.005874157","31.96905136","1.254673004","2528.429688","90.44219208","52.84266281","1.400108457","678.8588867","0","117.2575912","1805.653198","884.4325562","366.2963867","349.7613525","4753.543945","120.1437378","2597.984863","169.2770844"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","567","6","24.04736519","383.0394592","0","375.3739014","113.8301392","1358.544312","887.7277222","874.3795776","0.074940912","908.791626","1066.424561","1272.418335","456.4627075","942.1416016","4071.696045","500.7789307","4930.845703","395.5325623"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","567","64","46.07294083","171.989975","0","0","63.84365463","3160.159424","0","1665.821167","0.000494","918.4252319","1976.248291","2138.053223","1649.172729","517.2884521","11636.58594","401.9345398","8947.700195","364.3544922"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","567","268","7.502464771","92.06291199","1.791102052","1137.346436","30.49942589","956.3902588","23.39440346","1110.549316","0.05128435","122.2751236","415.2608948","422.1591492","1224.799927","246.2389832","8145.979492","275.0735779","5206.140625","357.7463379"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","570","499","528.7053833","4060.648682","13.82019234","333.4073792","114.9202805","2854.599121","1305.581665","668.4902954","0","66.73641968","274.3265381","666.302063","225.1640015","1003.92572","2395.897949","213.4440308","6902.663574","304.0995178"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","597","8","43.12257385","171.5467529","0.167280197","1234.687988","63.29956818","998.8519287","9.159032822","2099.62207","0.001025827","371.0736084","2032.003052","836.4344482","519.4296875","426.070343","11567.50879","969.5267334","4823.994141","3016.737305"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","602","195","5.120331287","103.2843704","0","229.8641357","27.64709091","1778.239258","0","369.8042603","0","473.8696594","320.5145874","309.5498352","352.4924622","640.588562","7997.624512","627.6393433","6531.688477","335.0826416"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","575","951","17.4988842","281.8389282","0","27.1549511","48.47269058","1477.350708","0","747.5866699","0","100.8873672","283.0791931","267.302887","806.9627075","142.1495209","8127.70752","0","2451.492676","142.6453857"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","575","1127","183.2724609","242.5715942","0","17.15799141","57.40795517","415.0295715","0","1379.531616","0.00197787","241.3909302","1341.616943","0","1715.526978","280.6330261","8274.438477","73.07867432","4436.47168","421.7238159"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","596","543","54.34534836","181.5690765","0","0","47.98429489","398.8729858","0","1826.44397","0","88.83420563","390.3189392","255.4664917","706.4986572","279.9215698","10192.97266","265.0516968","7188.289551","340.8878784"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","601","740","83.37135315","256.277771","31.9935379","1318.738281","89.79989624","873.8306885","39.6362915","992.328125","0.041115507","362.0230103","394.8524475","216.8768616","429.1830139","345.3500671","6022.577637","155.6733856","7496.005371","271.9068298"
"Unknown","Unknown","Unknown","Unknown","0","Unknown","609","549","76.2855835","225.4459686","48.67188263","364.4644165","72.31052399","0","65.14360046","771.3600464","0.034244549","16.58976364","104.427742","244.0140076","216.6464691","143.7084198","2886.991699","0","2396.774902","0"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","609","1024","11.89430141","240.4595947","0","345.5125732","435.2730408","1220.307129","0","1453.62854","0","10.93420601","0","0","603.5123901","321.4238281","11768.9541","249.9381714","7532.119629","167.9440613"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","625","558","0","384.3898926","0","50.37440872","58.8953743","59.55587006","0","1015.431152","0.000921","31.35931396","134.9910736","137.0296631","500.9897461","192.1725922","3725.392334","58.7131424","3480.075928","399.5017395"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","653","227","7.604791164","72.76477051","0","653.0249634","83.49985504","231.4778137","0","1147.823242","0","164.8831024","5643.422852","2976.786377","414.8252563","351.5019531","6576.344238","209.2439423","3676.296143","202.2008362"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","661","209","10.06278133","168.1596069","0.092546999","0","104.5437317","3859.20166","0","305.4798279","0.001167513","96.66085815","330.8729553","403.5508118","223.9076843","211.9458008","4002.903076","167.2381134","2396.437744","339.3175354"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","650","727","111.021019","272.8204651","1.586403131","29.0087986","187.1179199","1464.307129","0.501189709","929.2689209","0.057797968","603.2764893","909.9633179","2208.015381","314.764679","313.3300476","5342.198242","441.1195374","5775.001953","330.3760071"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","656","878","6.777598858","95.21582794","0","0","371.4894714","721.0806274","0","807.8538818","0","16.86085892","5928.953125","27.73246765","394.1634521","174.0269928","7197.11377","62.76189423","9831.62793","102.3851013"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","655","906","104.6989212","1421.452637","0","30.0296154","133.456543","1379.202515","0","856.8182983","0","207.6316986","827.5522461","0","815.6832886","170.4033356","5823.489258","81.5470047","6055.245605","292.3140564"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","677","206","43.58759689","107.0568314","10.09127808","0","45.29405594","836.661499","2.720011234","775.317627","0.01410768","70.77565002","676.8953247","507.835144","857.4255981","263.6329956","6394.037598","136.3781433","4997.928223","232.5178833"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","668","408","0","61.26405716","0","2161.062256","24.7295742","0","0","284.8418579","0.003577257","0","0","307.4772034","292.7364807","285.5427856","2852.625977","0","830.5197754","8.313734055"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","660","823","9.47340107","0","0.136857808","1.091252923","43.92043304","154.2200165","0.150962293","871.6176758","0","55.46742249","0.698328435","0","56.49893951","199.8847656","4042.854004","1.307390451","4007.083008","0"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","679","307","0.669299841","952.1803589","0","2538.628174","99.1894989","138.000473","46.75814438","343.2039795","0.158862695","121.1980209","552.5356445","511.5646973","351.3565979","244.3395538","3533.607422","0","1497.600952","220.709671"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","712","84","128.3879242","289.0571594","0.177310407","21.08524513","37.32675934","3184.790771","0.646420896","3128.762451","0.089223839","198.6798248","239.912735","819.6717529","846.4537964","383.7849731","17078.57227","2022.788208","11941.78613","161.8231964"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","690","1009","2.708960533","226.2910461","0","297.5534058","536.7576904","476.8630676","0","1947.401489","0","15.89319038","270.222229","108.1132584","442.9046631","350.4738464","13992.0498","341.2874451","12371.67285","185.9942627"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","726","57","188.1056976","32.7686348","0","0","48.73652649","780.1848755","0","1254.719238","0","256.5041809","1426.615845","0","658.2697754","343.3753662","8699.521484","131.9346771","6055","3.016391993"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","712","1068","22.85971832","581.0808716","0.312687784","270.6029663","160.4469604","636.3729858","0.164548188","1483.588379","0","159.7524872","677.178894","956.6967773","632.9313354","366.7594299","4916.544922","1838.852051","7314.37207","514.0698242"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","736","113","31.89487076","124.3641357","0.016956337","275.8376465","59.56676483","619.2501221","16.854599","1830.476929","0","58.27596283","679.5654907","759.2433472","1051.980957","328.2640991","13934.45996","243.9355621","6006.689453","241.1504822"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","730","594","66.50250244","171.0065308","0","334.156311","116.0871735","497.8821716","0","546.8476563","0","183.2041626","2680.492432","527.3605957","494.245575","361.9013367","5698.726074","0","5436.464844","256.6883545"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","717","658","4.156750202","168.0234528","0.006179453","279.3554382","165.1703033","331.0211487","0.026777631","776.4789429","0","84.48656464","276.7508545","117.6130905","146.0353394","179.907959","9326.330078","151.1967926","3516.487061","292.0258179"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","764","8","515.9802856","226.6728058","0","0","64.7456131","505.3409119","0","1424.187256","0.000838","1184.515015","10270.33594","2422.858887","2237.970947","448.6253357","8919.786133","759.7994995","5775.229004","480.1641846"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","770","405","0","133.6821442","0.342788041","0","177.0045929","1262.331421","0","669.2611084","0.015336401","53.30020905","208.259201","150.7072754","98.75629425","146.1547241","4434.759766","105.3127899","931.3015747","217.5808411"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","802","98","1136.405884","2449.690186","4.178343296","67.27461243","38.46207428","332.3335876","5.89550066","582.6695557","0","104.1225433","156.4249115","50.28962326","429.1741638","172.1255188","4234.905273","30.78249741","1916.734253","156.6391907"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","801","415","14.69736958","192.9018402","0","174.738266","100.0206909","1556.117065","0","1735.276855","0","224.5322113","212.0088959","174.1783447","252.447998","226.0489197","4198.142578","1195.495361","4724.124023","278.0490723"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","797","644","3.472028017","678.604187","0","53.22307587","346.2650452","919.2265625","0","1924.621704","0","9.446153641","123.3671341","403.6209717","454.5433655","322.4531555","15801.72754","467.1454468","6480.374023","118.7601395"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","840","390","0","816.8833618","0","568.5383911","78.09307861","557.5780029","0","736.6678467","0.037314165","120.5994644","813.876709","133.1954498","0","169.9742126","6390.046387","99.26376343","2601.270752","344.9171753"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","846","691","28.34330368","257.6614685","0.118966691","286.8191833","128.6607819","1379.051025","0.053704962","585.4085693","0.068660773","96.28211975","379.5268555","208.0224304","150.6560211","246.8069305","3237.638428","45.26784515","6104.973633","274.1978149"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","859","246","1.812824011","111.8392563","0.057714317","538.2860718","49.09056091","682.1384888","0.228085294","1293.041626","2.05e-05","141.5016479","587.105957","345.7964172","263.1961365","286.5855713","7643.007324","681.9291992","5447.418457","361.5654602"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","866","327","11.84249592","250.0371552","0","1099.418945","79.50332642","652.6702881","0.153020933","1747.839844","0","21.90224457","229.007019","457.8613892","224.3091736","432.3716125","7973.186035","1050.742798","5808.405273","1180.459595"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","872","375","66.32269287","1063.405273","0.006492917","529.345459","81.71242523","2165.620117","0.102140017","1514.70813","0","410.209198","376.0314636","467.8070068","278.2506714","385.4883423","11255.96289","404.2637939","6021.589844","494.2165833"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","879","220","37.33200073","127.2627716","8.377357483","492.0324097","238.7015991","943.3554077","22.26940155","1101.148804","0.062843122","152.765274","490.3632202","1155.245483","517.3258057","370.8294678","6490.814453","237.0552368","5266.441895","142.2113647"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","881","319","36.09734726","508.1893005","2.898747921","1189.005615","79.72637939","1267.187988","1.089216828","543.7111816","0.260829657","184.2192383","549.9898682","462.6591492","203.3332977","239.1442108","2404.932373","0","1038.266724","201.1611328"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","907","32","3.154055834","144.7727966","0","285.3845215","102.8715668","613.5258179","0","631.0551147","0","4.14066267","100.9502716","250.4156647","275.7354126","142.6367035","5643.211426","59.19100571","2798.396729","34.9564476"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","903","304","28.28735542","456.1950684","0.586845458","385.7905579","58.07918167","912.6634521","0.259578556","1158.932617","0.078863345","134.1318665","694.0114746","397.5421448","440.4348755","269.079834","11092.26855","313.4367676","4219.827148","332.357605"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","917","497","43.60012817","189.1082611","1.870934129","49.45591736","46.30612946","1169.52124","0","1262.338501","0.005875496","266.3851624","1169.310303","542.0595093","165.6045685","204.8358612","4643.944824","887.6740112","5154.195313","365.722229"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","919","446","93.7559433","1406.456299","1.169875145","0","79.93226624","145.9320068","231.4649506","301.7662354","0","181.5591888","2894.176025","1169.512939","141.1364746","212.9346161","4379.886719","0","2915.610352","0"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","928","227","18.25401115","59.19023895","3.059916496","362.9703979","55.8302536","701.0529785","0","576.815918","0.023180334","184.9101563","328.5257263","543.5958252","443.1280518","462.1989441","5421.065918","0","3111.547363","129.7325592"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","927","625","70.36680603","563.0548706","36.97546768","398.3326721","56.34614563","251.5178223","53.51895142","633.369873","0.016657982","184.1146393","4185.907227","1305.319214","448.1560974","232.8603821","3380.592773","214.7855377","1927.603271","180.2692261"
"immune cells","Unknown","Unknown","Unknown","5","immune cells","944","624","94.04928589","1069.048462","0","0","60.57625198","142.772171","0","99.30774689","0.006005175","224.8513184","13.74759674","337.6055298","763.0801392","78.10350037","4223.103027","0","1342.0354","182.062088"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","952","442","71.55200958","743.0305176","6.728609562","326.8366699","392.9226074","1038.212891","17.23092842","1193.064941","0","175.7688599","1146.17749","428.7803345","263.5112305","279.3581238","3021.744873","1066.232666","3782.346436","0"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","943","689","5.74054718","340.5579224","0","13.80495358","237.8249359","1063.686401","25.39328384","1848.321533","0.390218854","216.5283356","1237.001709","348.5090332","975.0745239","334.292572","9221.011719","1110.140747","9440.984375","321.2024841"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","953","130","0","244.2173615","0.489545345","228.789917","45.32541275","2126.43042","0.411781013","2062.262695","0.054126974","140.7418518","1848.715942","234.3816833","513.0606689","226.0888672","4443.944824","1923.932617","4268.727051","139.5636292"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","953","151","3.554700851","698.6121826","0","1084.962769","113.4697037","1556.627075","0","1195.402832","0.024308207","79.09515381","43.43638611","159.1948853","356.9880981","250.9168396","2283.329834","1201.363647","2233.455322","539.5638428"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","956","115","44.24623108","195.938736","0","0","43.00114059","634.6960449","0","898.4727173","0","154.0320129","6392.216797","1646.5802","224.0300446","191.2976685","7136.648926","83.62545776","4249.541016","135.7407837"
"lymphatics","Unknown","Unknown","Unknown","4","lymphatics","944","879","145.9332733","2045.862305","0.005116842","19.38593864","216.7055664","2103.39502","0","257.7102966","0","955.1693115","1291.374023","519.2382202","553.1051636","598.4863281","3018.708984","387.4192505","1513.974731","380.3252563"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","955","357","116.6633987","255.8338013","0.156730592","103.0541306","74.74390411","1740.049194","0.48945722","1408.19397","0","324.8877563","1999.15686","470.9168396","798.6416626","375.0640564","8477.84082","470.3056641","5516.453613","295.8979492"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","938","1143","2.695335388","332.6690979","0","930.1982422","325.0918274","1150.792969","0","788.9285889","0","75.40233612","264.1005859","121.9402313","284.1895142","214.2594757","6690.884766","112.5699692","8375.443359","266.1880493"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","961","492","110.1894531","3188.686035","0","37.23323059","131.074173","720.6937256","44.8641243","614.7753296","0","172.9796906","113.4465179","222.6439056","535.1622925","332.122467","7895.625","0","3510.142822","380.4894104"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","968","106","42.7847023","185.2082062","0","28.20994568","48.5918808","1231.364624","0","1219.26416","0.000682","502.3649292","6283.808594","722.5085449","456.1124573","257.1707764","6490.629395","573.8970337","3619.982422","645.3386841"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","993","62","71.41549683","333.0101013","0.005259417","29.28969383","205.4506073","1013.206238","0.111869223","834.9793701","0.034541577","434.6616821","3693.51123","1880.677612","397.0216064","511.7557983","5012.78418","407.8383789","2287.806885","328.0713501"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","983","432","444.9842529","247.8085938","0","0","2376.90332","673.9047241","96.65662384","1222.814209","47.40501404","82.77015686","329.7287292","349.2715454","275.7469788","280.0238647","6603.049316","437.0430603","4816.34668","438.0996704"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","991","148","90.81555176","926.1131592","0","86.87522888","119.117012","549.855896","0","1363.989136","0.110370167","127.8905716","707.7507935","139.4302521","242.1077423","206.6284485","11217.90137","0","4335.087402","432.619812"
"immune cells","CD68+CD163+ macrophages","Unknown","Unknown","10","CD68+CD163+ macrophages","995","840","41.23783875","583.4865112","0","22.18243217","407.0783691","1060.349976","109.5027008","1453.146606","0","410.3567505","10966.48828","1178.379761","877.9006958","398.8222961","12592.08887","710.1358032","9095.72168","417.0966187"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1006","245","66.59414673","206.3715973","27.47584152","1263.960449","52.56265259","285.5540771","27.48207283","541.4492798","0.155309901","319.5909424","1048.958252","388.000824","174.4134674","248.5874634","2074.79126","0","1869.450806","271.120697"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1015","236","3.755427837","133.5666046","0","1349.875122","54.62076569","553.2531128","10.32445908","1264.389648","0","581.2131958","1466.92334","706.5359497","389.756073","289.9369507","3578.9104","1205.464722","3641.829346","428.3007507"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","1019","486","379.565155","1782.136475","0.032399174","37.99019623","103.4835281","1748.187866","15.57395649","1740.446899","10.0323782","98.03633881","331.763916","332.8466797","640.1609497","282.0682068","12529.61816","498.4234314","6987.659668","329.6453247"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1026","97","102.8820267","341.2789307","1.097850919","42.50891495","82.32693481","586.760376","0.60951072","652.7197266","0.277549148","180.8669434","1577.491089","59.24234009","354.8459167","163.4124298","5193.000488","218.8843231","2190.801514","180.6213989"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","1018","780","583.4570923","1508.394165","0.131244481","104.4636612","157.855957","1135.459839","0.306275696","611.3895264","0.082135916","664.0258789","4481.04834","1134.416382","558.6317749","280.6136475","4770.155762","516.1490479","7200.567871","415.1678162"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1038","77","14.502985","273.8575745","0.325043112","44.57065964","48.03019714","327.5900879","0.532736838","522.7600708","0.226723075","149.2231598","4194.745117","2795.347168","150.0259094","172.7302856","4341.159668","0","2290.712158","89.14988708"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1033","391","212.9747925","189.9798279","8.751260757","100.438652","52.42353058","945.6101074","0.361344546","669.2033691","3.949579716","312.7008362","1084.759644","10.48571396","125.3109207","177.3647003","6456.460449","45.1428566","4009.164795","301.104187"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","1027","723","451.1337891","2435.196777","0","0","115.5968018","907.0149536","186.2666016","965.3753052","0","256.1833191","1259.089966","526.4282837","255.2504425","437.6852417","6307.85791","263.0501099","4810.350586","351.3326416"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1054","56","4.040488243","319.6147156","0.651417434","11.30706882","8.47789669","547.8909912","0","728.656189","0.07730782","37.5939064","121.3021927","0","117.6029129","71.32480621","6837.117188","0","4287.504883","643.5513916"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1051","406","3.740539789","0","0","48.11658478","41.99707794","635.4596558","23.81067657","777.8002319","0.051730283","103.3669815","5148.528809","1784.981201","200.7837677","211.9212036","2692.300049","1298.295654","4347.189941","245.316864"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1068","87","23.81409836","501.280304","0","15.0089407","97.39092255","1519.090942","0","668.2504883","0","65.53102875","201.2918549","392.010498","319.7313843","245.6312408","6680.340332","129.2935791","2794.619873","109.8007355"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1076","74","16.27023888","378.3871765","4.770729542","78.75175476","78.55645752","778.6643066","1.534296393","379.3577881","0.371349245","15.7173481","98.80951691","0","178.0158234","65.91782379","3934.540039","0","1482.218872","140.774353"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1059","832","281.3875122","1448.266724","1.206708074","1055.853149","392.1838684","2406.44458","0.956960618","704.2564697","0","633.5046387","3407.55249","829.7097168","579.2331543","406.6201477","8738.505859","238.0007629","4762.69873","452.4451904"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1066","847","82.78528595","1574.348999","0.093257979","124.2205811","518.0626831","1456.793213","40.06962967","1030.935303","0.027514748","281.4646301","1200.689941","651.2183838","798.9500732","407.6983948","9417.983398","107.353569","5384.047852","528.7770996"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1070","639","98.48445129","719.6298218","0","1.006079912","86.67388916","4545.395996","0","2202.563477","0.002298638","83.17916107","351.3843079","0","336.8069763","174.7595062","5981.144043","1111.713745","4048.776367","498.186615"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1082","681","17.85263062","420.4375916","0","0","59.28152847","74.38502502","0","1006.268433","0.004941888","97.98491669","324.3364563","472.3861084","493.1768494","196.2579803","2786.840088","894.4416504","4639.515625","2191.998291"
"lymphatics","Unknown","Unknown","Unknown","4","lymphatics","1089","998","542.4363403","624.5588379","0.143292561","13.07911873","1505.542969","253.3542023","0","2379.770508","0.020268088","42.54323959","1943.692871","343.8175964","372.6975708","306.4653625","10198.67188","311.7448425","7276.265625","188.8605499"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1105","702","18.01457214","0","11.60105896","110.6821747","59.52949905","1519.890015","13.93614578","994.8754272","0","144.6685028","98.87390137","200.1812592","0","234.1933136","8983.540039","129.2249908","2086.637451","0"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1103","958","274.5688477","2420.943359","0","368.6657715","833.0522461","842.0925293","0","1575.833374","0","102.3690796","4226.175781","1001.216125","2979.715332","505.7468567","7367.870605","413.7125854","4880.057129","449.1203003"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1120","799","16.73113441","293.618042","0.020903436","27.68446922","112.8269043","1115.00708","0.032183282","955.9942017","0.022181217","293.9996033","2056.287598","0","434.2857056","313.1403503","2871.356689","1827.253296","3762.77002","407.1517639"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1138","84","14.70066357","501.803894","0.357417285","16.55976105","87.52516937","1570.76062","0.341559291","1382.250366","0","343.3237","11208.80859","2878.029785","465.6377869","369.8070068","10920.16797","558.1401978","4647.182129","249.6115112"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1139","500","33.61743546","480.7323608","0.127180859","301.023468","174.5730591","499.4498596","0.09091644","1330.643433","0.023495261","218.6769409","1852.75354","335.1708374","431.1872253","359.6188965","5991.808105","279.1799316","3120.612793","472.8731384"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1155","48","0.868835986","999.3617554","0","69.48226929","230.3470306","2304.971436","0.008069582","1069.584473","0","0","0","0","416.880188","250.8496399","8544.367188","0","955.7366333","115.6002884"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1161","416","12.98255444","329.0601807","2.160615921","819.8908081","129.5267944","367.0484009","3.856237888","560.5847168","0.074307486","0","0","0","296.1141357","92.63294983","4874.28125","0","2658.058594","225.2966309"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","1174","31","14.2775898","0","0","142.9358978","0","1402.691772","0.215651497","947.0365601","0","46.16653824","0","0","119.3295746","100.5150528","3126.088867","1830.116821","3091.374268","1699.696411"
