"Round 1","Round 2","Round 3","Round 4","Cell type number","Final cell type","X","Y","CD31...vasculature.Cyc_19_ch_3","CD34...vasculature.Cyc_20_ch_3","Cytokeratin...epithelia.Cyc_10_ch_2","aSMA...smooth.muscle.Cyc_11_ch_2","Podoplanin...lymphatics.Cyc_19_ch_4","CD45...hematopoietic.cells.Cyc_4_ch_2","CD15...granulocytes.Cyc_14_ch_2","CD3...T.cells.Cyc_16_ch_4","CD20...B.cells.Cyc_8_ch_3","CD11c...DCs.Cyc_12_ch_3","CD163...macrophages.Cyc_17_ch_3","CD68...macrophages.Cyc_18_ch_4","CD38...multifunctional.Cyc_20_ch_4","CD56...NK.cells.Cyc_10_ch_4","CD8...cytotoxic.T.cells.Cyc_3_ch_2","CD4...T.helper.cells.Cyc_6_ch_3","CD45RO...memory.cells.Cyc_18_ch_3","FOXP3...regulatory.T.cells.Cyc_2_ch_3"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","589","267","0","28.32128906","0","239.1448669","78.49306488","328.4179077","0","954.9598389","0","72.1435318","282.958313","227.1537323","248.3593292","169.1885071","787.8789673","1110.191895","3168.993896","271.7739563"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","591","201","1.234931827","24.5106678","0","633.2821655","61.14131927","664.7595215","44.69281769","620.1119385","0","330.086731","269.6843567","67.79845428","161.4521179","215.7430725","0","1615.609131","2488.755371","133.4569855"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","583","935","98.01180267","361.5135803","0","20.864254","320.0376892","658.1087036","0","1704.558838","0.039143138","199.3229218","454.7679138","366.1708984","355.4873657","317.0209045","0","1880.622803","8078.031738","555.4505615"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","591","239","0","220.10289","0","557.2565918","39.20872116","537.5969238","0","999.3484497","0","191.0086212","447.1931152","0","215.4554138","238.3465729","76.80524445","1487.332764","3315.039795","473.1291504"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","592","955","36.08479309","149.6380463","0","0","175.2680206","633.5523682","0","551.0704956","0","141.5091553","232.2413177","265.458374","276.7621765","209.6069183","224.1778107","1042.875244","3800.102295","245.5749664"
"lymphatics","Unknown","Unknown","Unknown","4","lymphatics","591","903","0","665.6708374","1.968020082","141.9858093","791.9393311","0","0","0","0.028925162","94.24224091","222.338028","22.52629852","0","106.3327866","104.443222","0","1612.830078","90.02229309"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","600","341","23.32676697","96.51612854","0","668.9824829","52.02537155","329.2510986","175.52565","674.3065186","0.060327448","350.5490112","1408.339111","3287.958496","476.3617249","390.7536011","285.0614929","1381.905151","6011.57959","2287.179199"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","617","317","16.86469269","108.596611","1.748160839","448.2153931","104.9856415","540.6228638","0","1161.585449","0.129891604","184.6688232","388.6643372","200.9493866","42.46596527","259.1853638","147.5684204","1811.756714","5162.68457","332.8287048"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","596","837","41.17005539","106.2628098","1.36491549","328.6271362","111.5820694","259.3627625","1.600278258","1232.142822","0.008928343","126.0447922","1004.238647","270.7989197","276.8471069","243.6889954","168.215683","1924.719482","3194.924316","414.1641541"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","605","1126","327.7738953","645.190979","0","262.0033569","285.9924622","796.3585815","0","2249.707031","0","766.8967896","3976.472656","895.7160034","424.1582947","498.2126465","176.3672791","4626.719238","13649.47363","8736.560547"
"immune cells","CD68+CD163+ macrophages","Unknown","Unknown","10","CD68+CD163+ macrophages","607","1185","11.44331169","492.6883545","0.608224809","146.052124","79.11637878","148.2699585","0","1052.051514","0","208.5143127","6191.703613","1140.562256","631.2061768","347.3453064","477.5242004","2207.132324","7839.477051","448.7259216"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","619","741","42.95783234","240.1442413","0","303.0143738","43.11389542","1802.614502","0","1995.290527","0.255179375","374.0805054","564.432312","284.7752686","207.2448578","244.0958557","742.5871582","2607.005127","5231.635742","592.8137207"
"immune cells","CD15+ granulocytes","Unknown","Unknown","7","CD15+ granulocytes","611","988","85.04586029","255.4554138","0.291082799","369.27771","440.3407593","2198.252197","307","90.51656342","0.073248409","125.1165619","384.5770569","311.9273987","898.4649658","306.4006348","232.9490509","316.4375916","5856.089355","272.0267639"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","623","759","53.10861588","74.22612762","0.305557579","256.976532","264.4124451","82.28440094","1.438431978","1026.62207","0","228.8889618","841.2681885","194.8622131","222.9898071","456.9117126","53.41371155","1138.947632","7800.905273","390.6913757"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","643","204","76.34572601","295.2462463","10.96884441","211.643219","65.76985168","372.0723572","4.78592968","775.0823975","1.17085433","277.3728638","429.8844299","24.48040199","168.5979919","220.0331726","19.01507568","1244.768799","2891.328613","384.29245"
"immune cells","Unknown","Unknown","Unknown","5","immune cells","633","588","0","219.5338898","0","216.8231354","127.7218781","209.0861053","0","111.078186","0","184.5613861","0","525.656189","165.1990356","339.9449463","0","636.3789063","5501.001465","269.5886536"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","637","779","24.78895569","145.9850311","2.076826572","885.0718994","163.3254852","861.0142212","0.725129187","1053.663452","0.06484884","251.748291","574.3839111","244.3685913","316.0928955","293.231842","160.0454102","1675.280518","4031.527344","659.1322021"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","652","637","2.758574724","289.9144592","0.106784537","495.3483276","219.9817963","60.12353134","0.138149828","1468.617065","0.00024","179.4466248","4864.979492","1919.165283","403.0227966","623.8181763","200.5016632","1753.987305","7460.503906","2206.250488"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","657","355","11.65425968","202.485199","0.030044843","199.5067291","76.5582962","215.7668152","13.79013443","1916.677124","0.026457399","165.540802","474.6493225","420.1811523","219.6443939","307.7704163","301.8318481","2773.563232","6392.178223","1929.360962"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","664","432","3.631099463","717.0089722","0","165.7819824","78.45117188","2776.384033","0","1253.734009","0.024215151","168.3738251","1123.574463","513.6063843","224.9248199","296.9154663","494.0381775","1432.976685","2026.47229","539.1604004"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","677","428","64.82164764","199.9565125","48.40466309","538.682251","25.20442581","411.651123","56.35877228","667.9828491","0","85.79747009","353.5235596","231.7774353","136.648941","157.2059631","68.12419891","539.8204956","2411.43335","825.8284302"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","679","599","47.84441757","192.5721893","32.14425659","674.8916016","89.81871796","204.9671936","37.31507111","706.5574951","0.006259372","79.45907593","309.4951172","148.3760376","225.7206268","185.0111084","74.17742157","1164.65625","3701.990479","222.9638824"
"Unknown","Unknown","Unknown","Unknown","0","Unknown","671","810","33.38446045","1721.415405","0","9.116280556","136.0475769","0","0","26.40604591","0.001167889","1543.345703","401.8352356","480.7026978","1927.955688","274.3889465","0","244.5197906","4293.723633","266.583252"
"Unknown","Unknown","Unknown","Unknown","0","Unknown","691","292","0","0","0","1018.443787","0","4.373016834","0","740.3372192","0","44.29792023","386.1922607","0","193.6449432","241.7874603","82.38223267","580.6512451","1655.935425","272.3781738"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","691","419","0","1442.009888","0","87.62821198","94.22731781","1030.268677","0","1443.290039","0.110622123","73.61713409","223.7049866","303.4917297","182.0656586","245.2215576","188.1302032","1847.533691","5954.177734","106.7222748"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","676","1120","14.26394176","142.6362457","0.292045444","146.2669983","91.81960297","312.5013428","0.408643633","378.6387024","31.2118988","34.18385696","244.6076202","234.5276184","759.4210815","226.3365021","128.3224182","1045.25415","5940.353516","0"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","704","96","0","14.72842979","0.019342082","384.1473083","130.8917847","65.25540924","0.010504683","1696.801147","0","0","147.6094971","316.4055176","85.73426056","215.6094971","0","1526.823975","2078.010742","155.8900604"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","693","759","74.57070923","586.9923096","1.114230394","76.60049438","513.8884888","576.9637451","2.474206924","1555.978271","0.089576259","271.6152039","702.0049438","416.6783752","309.3552856","451.773407","236.1352539","1856.743652","10873.4834","590.2075806"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","690","581","4.727987289","365.5092468","0","218.5044403","217.4565582","716.2662964","0","1915.049683","0","83.57568359","394.6635742","293.499939","298.2589722","265.145874","814.6481934","2973.3125","7977.89502","2859.645752"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","689","994","0","703.9521484","0","169.5833282","246.3022766","393.8903198","0","1229.954102","0","140.6450958","42.78706741","0","0","187.3725128","252.210968","1764.178467","6327.008789","697.3118286"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","714","412","37.94061279","442.6490784","0","6.68206358","271.7642517","308.4307251","0","274.2711487","0","12.141572","176.3923187","447.3389282","516.96698","351.0959778","1466.0354","471.4973145","9548.560547","118.0413895"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","711","1133","0.651468456","213.996109","0.002903128","709.3690796","213.6227264","68.72080994","0.040059626","628.5802612","1.460618973","261.9328308","1138.277466","852.3464355","254.9305115","229.5149689","190.460083","1486.843384","3164.022461","0"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","721","453","351.6103516","749.2434692","0","35.9131012","3335.748291","756.6168823","0","770.6489868","0","144.6368408","688.9990845","419.3135071","436.6017151","280.4556885","93.84310913","2137.374756","5021.451172","148.7621307"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","708","1231","9.835644722","5380.513184","1.785738111","1211.771118","94.18318176","38.75279617","0.424973249","669.4555054","0.002368413","223.015564","689.6313477","266.9953918","245.8931732","413.993042","359.133606","1609.046997","6105.911133","604.0598755"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","755","101","3.994842052","60.17994308","0.575335205","27.42097092","134.6273041","381.7254944","0.992201269","1217.699463","0.002198461","180.0502014","560.1203613","632.8889771","813.3116455","268.4671631","140.338089","2421.345459","3953.952393","156.6795807"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","746","589","0","351.7453918","0","564.3161621","68.97518158","400.5773621","0","1235.621216","0","18.03135109","0","211.2684631","342.6650085","269.4024658","1118.557495","1926.435181","5122.884277","208.818222"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","744","793","310.6318359","1029.985474","0.305523545","0","1678.063843","377.2260132","4.414366245","966.5432739","0","222.1592255","2632.818604","1004.589233","719.1815186","402.2015076","174.1996918","1987.435547","7016.632813","227.5169983"
"immune cells","B cells","Unknown","Unknown","8","B cells","729","1172","0","1077.219849","0","372.197052","351.4792786","1857.917847","0","121.1451416","655.550354","18.35502625","654.2409058","377.2494202","341.7073059","417.3087158","101.4022369","36.18558121","3985.615479","217.6400757"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","763","118","0","0","0","33.99571609","37.78509903","866.6747437","0","1408.73291","0","137.5800781","1312.381226","360.0908508","438.2279358","199.6378937","330.9024048","1647.717041","3560.934326","195.2434082"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","741","1143","0","117.2576599","0","707.8024902","156.3507385","199.5630035","0","823.5891113","0","5.299659252","60.66288376","114.5312119","198.5278168","230.321228","73.58456421","1557.593628","6382.765137","43.02043152"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","757","325","0","0","0","592.5053711","100.6941986","1154.210327","478.5887451","1635.736328","0.092477627","163.2516785","472.3374634","322.4181213","200.9754181","352.746521","649.9139404","1886.807617","5606.953613","561.244751"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","753","761","0","2298.200195","0.769467473","238.292572","886.1308594","726.2096558","0","735.1495972","0.00502936","162.8283234","1174.206665","664.6971436","458.7599487","298.7088928","272.8987122","1754.161987","7722.461426","349.2697144"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","751","1083","10.54743671","321.9440613","0.964111328","3374.883789","839.1074219","680.1617432","0.277869344","1056.062012","0","112.1017532","447.8828125","231.9883728","406.059967","199.1547394","231.0194397","1909.273315","11231.88867","837.1947632"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","773","565","41.28876877","240.9358215","1.420320868","167.0032043","92.88342285","1407.084473","0.235294119","918.4395752","0.021390375","331.7422485","2394.756104","209.0898438","437.0149841","272.7176514","166.4513397","2232.54126","5259.683594","395.1261902"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","776","455","3.600450516","502.3915405","0","9.545186996","229.3522644","458.4108276","0","688.3051147","18.95810699","102.0387344","1459.517822","150.1665802","449.6730347","331.6704712","1037.636963","1304.772217","4364.394531","405.5223694"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","775","764","20.57391548","519.583252","1.380204201","380.9957275","136.01297","735.4017334","1.737243056","1537.260986","0.102437116","263.0771179","477.118927","543.4098511","214.9515686","248.1066742","244.9536285","2023.647461","8580.541992","350.0005493"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","789","782","47.39587402","280.5795288","0","339.1734619","300.7108154","545.5092773","0","752.3119507","0","450.3311462","2057.694824","0","218.6867828","311.8369141","179.5564117","1244.189087","2073.820068","406.8505249"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","787","421","16.4758873","263.9204712","5.814161301","41.72476196","136.7665863","838.4580688","6.811364174","1249.866211","1.881178379","99.93003082","402.9674988","308.3038025","237.0904999","204.9046783","1668.839722","980.777771","6096.854004","229.7511444"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","781","1105","0","120.3946915","0","200.026535","374.6087341","15.42123318","0","1710.650635","0","9.339040756","151.1327057","465.1446838","458.2594299","335.7225952","674.5667725","3218.651611","3943.757813","183.100174"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","801","252","13.30092716","66.52020264","3.452067137","330.2922058","60.51275635","698.6340942","4.497816086","1298.093018","0","221.8474274","316.888916","283.2321472","302.8510132","250.593338","184.2230377","2184.031494","4576.737305","95.56886292"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","803","377","0","241.1829529","0","1641.854492","66.2456131","993.4229126","0","1373.49585","0","2.073338032","124.8759918","391.652832","254.2314606","366.8414612","333.5709534","1485.943359","3678.828369","1179.516113"
"immune cells","CD15+ granulocytes","Unknown","Unknown","7","CD15+ granulocytes","801","469","32.5110321","1290.226318","21.23548889","96.15863037","381.2983704","57.01570129","32.25195313","722.9656372","14.57630634","32.37398911","563.7180176","415.9685364","220.4591064","275.4086914","53.60357666","1265.539429","4262.056641","147.4005737"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","811","445","6.445912361","435.9873352","0","31.86137772","147.4003448","1689.49939","0","1475.877563","229.1367035","89.87470245","374.0471802","385.8080444","313.4388123","346.5559082","205.8152771","1885.087524","5787.129395","944.6237183"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","835","161","10.52994919","130.4558868","0","51.94058228","64.74771881","479.072052","4.461473465","515.7608643","0.143792957","306.3568726","860.9194336","984.6938477","172.6500244","234.0396423","154.4186707","1134.942017","2669.673828","301.5069885"
"immune cells","B cells","Unknown","Unknown","8","B cells","827","446","50.82481003","690.9093628","0.199142158","9.607233047","170.1559296","1147.10498","0.416576982","58.48694611","55.98358154","60.32500076","191.3276978","387.1333618","431.3840027","382.9786987","210.1195679","153.3812866","4539.900391","159.0600128"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","839","134","9.641611099","229.2109222","0","0","88.63942719","389.2406616","0","1220.697754","0.022933939","334.1737366","2061.197266","912.1405029","291.4750671","346.5513","319.5840759","2168.37915","5532.827148","386.1966248"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","830","328","117.1328278","650.3999634","18.60415268","185.1253662","124.0064774","372.631958","87.11824799","1109.616211","0","84.03800964","371.3814392","455.021759","250.1351471","338.7178345","401.7330933","1202.307007","3380.18335","258.474762"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","841","341","3.944633007","12.27998447","0.623248756","1365.75","42.85238266","738.8412476","0","1336.695923","0.002493845","139.7288361","384.5939026","185.5240479","165.9130402","325.1966858","1232.183472","1015.978943","2596.019287","416.6385193"
"Unknown","Unknown","Unknown","Unknown","0","Unknown","834","646","88.83717346","1008.999207","0.054357171","358.9524536","223.9967651","370.4642029","0.171249136","88.07044983","0.04642006","292.8660278","1255.168823","1389.327148","269.2423401","401.7095032","163.3152466","375.588623","4273.568359","357.8225098"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","820","1121","0","150.3899841","0","702.409729","217.0698242","413.4057922","0","964.2437134","0","5.156785011","76.69301605","233.408432","295.6363525","197.0250397","143.778656","1853.548096","3849.495361","179.8840637"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","860","987","2.236514568","227.3544312","0.047372062","111.6929474","287.474762","398.2915039","0","1169.549072","0","59.42392731","285.0473633","292.494812","226.4629974","369.3641052","198.3333282","1621.112427","2274.343994","279.9349976"
"Unknown","Unknown","Unknown","Unknown","0","Unknown","868","1023","2.923758984","1862.322998","0","169.5031891","401.7134705","0.193971634","0","75.42057037","0","82.93333435","258.4148865","168.4439697","126.212059","215.1468048","178.3397217","114.9666672","1984.546143","275.1588745"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","892","217","51.42865372","389.2516785","14.45623779","785.0391846","368.9136353","637.4354248","114.355278","630.265625","0","253.1938324","610.0892334","439.3568115","344.5690613","587.9380493","0","1435.025024","4319.087402","510.0487366"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","912","234","23.29823112","106.0122681","0","828.4286499","55.09349823","433.4023743","10.46659851","1023.388245","0","200.7046814","479.9005432","155.875824","186.5486908","381.591217","192.2259827","1616.502197","5489.716797","1625.471191"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","904","364","17.5465126","1068.830933","0","130.1422119","229.3125305","357.4317932","82.6929245","766.6067505","0.018558964","158.4361572","491.7511292","342.0239258","154.0176086","313.4750366","853.7224121","1820.05896","4081.147217","442.3752747"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","926","534","36.14941406","25.6770668","0","272.5000305","49.92406082","1104.594849","0","1210.365967","0.10445264","179.0421295","383.5515137","124.0443954","171.9894714","257.2325745","235.4908142","1689.874878","4588.28125","388.4308777"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","937","339","27.15702057","209.6566315","5.772743702","660.3920898","137.5761261","665.4539185","294.7888489","1409.342163","0.000243","130.8451233","335.6098633","401.7338562","249.1265106","361.0610657","366.0504761","1446.607544","5678.803223","377.549408"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","919","970","12.75713921","439.2538147","0.111768074","713.0496826","107.4685898","182.745285","0.460336715","1108.730225","0","223.8264313","290.7493896","302.8407593","151.3851471","162.1364136","44.19475937","1532.463257","2933.484619","253.7703552"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","919","1175","0.324448138","1652.274902","0","28.31570244","191.711792","1369.543945","0","2422.321045","0","10.17117882","109.8867111","522.2756958","545.8088379","359.0308228","230.5605927","3204.972412","13119.80762","5921.849121"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","934","204","29.77629852","277.1029968","2.047600508","245.6379547","167.3742676","643.8696899","5.203539371","1527.126587","0.087296829","611.3642578","1155.418457","1291.366821","398.7505188","422.4957275","217.6061401","2249.485107","4361.612305","693.4905396"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","932","398","0","1081.4198","1.242020965","25.40047646","184.9294739","2206.730957","0.524394333","1379.295166","0.020929836","102.5213776","632.5151978","352.0865479","513.9268188","435.4378967","217.0089111","1660.966187","4477.54834","430.3912354"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","945","641","136.574295","0","0.612965345","1151.43457","104.1051941","587.3540649","0","1286.121094","0","50.85433578","913.1630249","146.8392029","925.617981","283.5093079","0","2081.686768","4946.007324","346.4389954"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","956","810","0","36.39122772","18.47950172","103.6923447","23.31461716","41.96189117","21.03596687","539.887207","0","43.2706337","2157.438477","0","102.0704803","133.8150787","0","501.380127","2339.787842","1580.223511"
"immune cells","CD15+ granulocytes","Unknown","Unknown","7","CD15+ granulocytes","957","712","0","95.87293243","0","0","116.3156281","67.70471191","211.1496735","95.89897919","2.283791065","54.8834877","332.231781","0","572.4528809","175.9213257","313.3410645","226.1016998","864.4738159","155.4005585"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","980","337","7.49269104","190.2512207","0.015159719","1534.912842","60.82187271","126.7455368","0.213318899","1607.851685","0.049269084","220.0752563","2061.870605","457.3817139","319.0010681","386.074707","141.1169434","1616.991333","5312.312988","1471.430908"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","969","630","643.4160767","1559.589722","21.78807831","265.1860352","116.8627472","601.8463745","22.93594742","898.6566162","0.041915912","99.37454987","393.3923035","282.0501099","486.6040649","273.9308472","0","597.5795288","2254.539063","282.0302734"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","982","949","25.49495888","304.7089539","0.383169323","0","104.7220764","508.5551758","66.74707794","1316.463257","0","712.5237427","409.2017517","17.73753357","44.58521271","225.7801056","130.105423","2087.349365","2904.789307","351.2267761"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","991","268","7.484782696","150.768692","0","1094.246948","46.34828186","540.7442627","0","776.4684448","0.075499728","141.2630005","766.7143555","236.5995178","165.59552","216.1377869","0","2096.883057","3179.957764","324.5151062"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","991","402","2.859497786","504.3151855","0","112.9884644","228.2254181","888.4105225","0","731.7695313","71.99156189","0","59.19868088","189.6415405","159.8483582","207.9705353","123.7130737","1169.655029","2716.333008","184.0486145"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1002","402","18.5327549","723.4452515","0","213.1148834","84.45504761","909.0006104","0","974.9550171","2.345187902","147.6891174","438.4493408","80.9644928","112.3586502","144.7834778","120.2030258","1669.580444","2548.039551","270.4830627"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","988","1060","0.934003711","635.736145","0","116.4985733","458.6439209","276.1633606","0","668.3131104","0","65.02580261","0","0","149.8768616","158.4614563","126.312149","1395.264771","4640.460938","239.7186737"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1023","22","27.85289001","485.9986572","0","45.6271286","166.9345245","1830.437866","0.147029802","1495.008667","0.017046547","516.6455688","2643.545898","472.2506104","381.8345642","279.7154236","193.1561127","2037.170776","5098.486816","0"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","1016","468","538.2615967","767.3416748","0","45.8563652","80.30789185","944.428894","115.6617661","1436.600952","6.772281647","59.33785248","327.9354858","187.0834656","122.2930222","213.9970398","0","1980.21582","4361.324707","254.4850616"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1006","1152","0","689.4002075","0","850.0487061","507.3210144","268.1684265","0","1282.452515","0","12.73826313","175.5293427","277.110321","463.3427124","277.9454346","212.5469513","2782.11792","8208.705078","86.28520966"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1009","1268","0","0","0","0","36.79985046","289.4506531","0","816.1575928","0.002845573","60.50180054","154.157959","8.426985741","127.5583572","78.91697693","103.7660751","1345.112671","2154.697754","466.3280029"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","1010","675","665.3286743","1523.597534","0","501.8821106","61.95703888","817.7660522","0","1076.398193","7.20513773","197.4968719","1269.091431","287.4147034","277.7839661","212.629776","130.3927917","1852.153076","4581.69873","595.7335205"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","1034","610","103.4159775","2469.987793","0.043890867","83.01818848","266.2902222","871.8355103","1.016607404","1215.132446","0","182.0869904","832.7220459","622.1391602","348.8363037","371.9604492","838.0708008","2344.362305","5081.676758","446.8675232"
"Unknown","Unknown","Unknown","Unknown","0","Unknown","1034","838","58.70547867","451.8804321","15.57687855","62.22499466","1163.134644","0","27.56544113","605.2456665","0","109.2004089","775.1524658","331.9929504","27.07936668","427.6396179","403.8114624","557.8687134","2194.050293","325.4483032"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1051","0","7.868350983","391.7600403","0","18.02868271","117.4314117","44.92991638","0","419.6030884","0","110.9940109","3804.679688","573.2668457","293.760437","125.7722626","124.3347778","672.0565186","3225.557129","601.319397"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1038","974","14.14311028","1076.519775","1.216737032","298.2592468","190.8152161","673.6095581","1.696679831","1847.382324","0.013596893","99.56719208","6026.904785","0","490.1213074","267.0857239","218.6318054","2785.795166","5641.410645","298.7813416"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1054","197","3.077585697","440.8056335","0.566847026","728.1165771","127.664444","308.1720581","1.957758904","763.3464355","0.034954689","73.01978302","412.0684204","297.1127319","217.0051575","262.9149475","141.8898163","1250.447266","2541.179932","264.3867493"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1044","831","31.92722321","253.3179626","0","379.9780579","104.8498993","1045.884644","0","912.8510132","8.331699371","312.9232483","979.7982178","405.6394348","183.1994781","406.0963745","965.1593628","1379.871948","5623.355957","712.7244263"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1064","1216","1.51203692","703.9171753","0","1037.614258","444.7523804","277.996521","0","832.7608032","0","49.24526215","156.1656036","79.87007904","328.8063049","214.1854553","175.7130585","2030.321655","5314.856445","176.0509338"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1099","444","19.37400627","209.8165588","0","50.45521545","338.8340454","127.6888351","0","759.0598145","0.108751014","198.3397827","1465.615845","162.8444366","112.9766083","289.1034241","100.1214371","1059.07312","2834.270996","1429.518555"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1104","358","6.78086853","1174.128784","0.01274108","1060.459839","78.39653015","404.8080139","0","1235.238403","0.027822783","71.94245148","312.4956055","305.632843","256.9119263","253.3823395","140.6993866","1938.176636","3684.795654","226.0553131"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1116","49","27.36931229","1327.532227","0","6.354497433","1086.317505","1844.740723","0","1623.461914","0","141.439682","752.3106079","1003.334412","464.0941772","365.4343872","116.1190491","3517.812744","7589.614258","141.582016"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","1120","173","29.84644699","908.0018311","0","571.5568237","116.8542328","1090.530762","0","857.7627563","0","290.5544128","593.6266479","764.4330444","362.1445618","339.9180603","715.6052246","350.7849426","4488.173828","285.5312805"
