"Round 1","Cell type number","Final cell type","X","Y","CD68","CD163","CD14","CD11c","CD206","CD33","CD40","SMA","CD27","CD45RA","CD20","CD3","CD7","GrzB","TCF7","CD45RO","FOXP3","ICOS","CD8a","CD4","Ecad","CD303","HistoneH3","DNA1","DNA2","CD38","HLADR","MPO","CD16","CD15","Ido1","LAG3","PD1","PDGFRb","PDL1","Ki67","cleavedPARP","B2M","CarbonicAnhydrase","VISTA"
"Tumor","8","Tumor","125.5","0.8","2.18707473969405","0.620258474520258","2.46183139903797","1.42070690526587","0.536989334304041","1.52610400558122","0.674492393443779","0.506807897955782","0.506188508667887","0.212015022828963","0.278969273701083","0.683137180115114","1.8825046619701","1.04747005599607","0.624201902241217","1.98138779895136","0.414656759516996","0.697304142691156","0.408420429248204","1.37081310140327","2.48655709486925","1.26869942631014","3.0557436181513","5.14913963900843","5.75684976567307","0.333116895333478","3.00861353792094","0.140437172394902","0.756729783614409","4.44612403336378","1.49072767266015","0.161719455389601","0.470304347098557","0.178171539267451","0.513306700979288","0.330312156751397","0.200223842009745","1.58133221374102","4.5496393821436","0.940898966744528"
"Tumor","8","Tumor","343.5","1.23076923076923","3.30051450399199","0.302560998599039","2.5273102860368","0.66352233192607","0.528882675484372","1.3603509978953","1.07080120229577","0.399605037463919","0.294203683627825","0.896436128608695","0.330161253112663","0.552855977113535","1.69268510200531","1.42065940818604","0.403370961088555","2.1165297398992","0.152998920209078","0.642663944811887","0.131255235996527","0.959360056169783","1.70743330491282","0.881676810266117","3.18841182377411","6.12741986550269","6.70443901199974","0.134376144851707","1.96954854722973","0.241966096117333","0.666001907575438","4.54357502281553","1.13072477636829","0.147730301914765","0.905267662680846","0.135882494199568","0.579791711368657","0","0.0486841801269157","1.79891901948085","5.31247873958297","0.397046266492612"
"CD4","11","CD4","373.235294117647","0.470588235294118","1.20270392686893","2.41966390720682","3.5942319929239","0.933780770155112","2.48591865836553","1.43335047725565","0.528775483504237","2.00420210212865","0.373257494208291","0.0408614813282161","0.23046156641603","2.44631819630493","2.80425023623813","0.863654993191796","0.80666785749046","3.7361504279673","0.238543131043284","0.784436436401176","0.60994525989224","2.58995834490394","0.380462754926641","1.19968086009698","3.32337834264041","5.87386991854079","6.47996733010596","0.0683570279768193","1.83327409954014","0.198126186469436","0.675451792815104","1.44696942976153","1.12994068417436","0.353981358251265","0.556198743102062","2.50286966601099","1.09038842674557","3.1499115783054","0.0408186413745546","2.19265465652136","2.33062380583481","0.565990560785792"
"Tumor","8","Tumor","419.857142857143","0.928571428571429","1.59855593694856","0.682131404846217","3.89483708249956","1.45414376245856","0.867641511709558","2.10275117426756","0.812426334012693","1.41060812657484","0.740218326361091","0.608530519669132","0.326863862946893","0.301002527889374","2.21357824812446","1.40743667358723","0.616532545001821","1.8250481253355","0.53045270386932","0.36556128252655","0.627051321714418","1.28617156976465","2.19351825935884","1.06550572474426","2.42362743201452","5.18842196442753","5.73249226431147","0","2.90716730110552","1.60875655205609","0.230966435779166","4.57481864052134","0.99444650362026","0.390808217544756","1.05623550617361","1.48434123786576","1.49728695885068","0.644587351530607","0.11208710287592","1.93232805890893","4.14186793117339","1.99370946450046"
"Tumor","8","Tumor","45.4237288135593","1.72881355932203","0.6243202089398","0.0925508563687089","2.27065419662321","0.275132997935785","1.25083407401538","1.24237287469","1.16916881745222","0.762269594020815","0.282392759404292","1.91359422939255","0.186249023181441","0.256147021231893","2.09312524809291","0.862177315670417","0.307989716204142","2.28745237944186","0.612125493567108","0.355642154033563","0.818553793384416","0.607140185392654","1.68336905373764","0.714380519055426","2.60167765865587","5.88879805714978","6.48365847957026","0.0659282899511538","3.0289787202125","0.185377114785785","1.21267263568462","2.29766798730015","0.680811960232279","0.235776159301124","0.369332216671967","1.10592030812462","0.590077465526416","0.16659799719492","0.243268300283821","1.8877078681845","4.34350004243603","1.65897851009409"
"Unknown","0","Unknown","555.8","1.7","0.874249845434227","0.0620718434927701","2.18589601399492","0.285128697922491","2.06089600244253","1.33797855463836","1.19580529112505","1.00264903812589","0.22543906149069","0.0907346652163984","0.162003096014753","0.494326627388861","1.2222528809887","0.699846621640491","0.278010002067415","1.75179417534091","0.159659561193472","0.377130579754871","0.399728031319531","0.990498903870509","1.53059971427632","0.66575490534332","2.8724544533494","5.50527913568955","6.05561298801356","0.14313880256088","3.71211750749042","0.287291010249583","0.476331648774683","2.65856733311842","0.472935411499975","0.179988486764987","0.46627967857406","0.768517271671155","1.31979594485341","0.173785106193703","0.0850748297067871","2.17834506921961","4.17985442253528","2.08465657740495"
"Unknown","0","Unknown","583.159090909091","1.56818181818182","0.773041911211514","0.320581526287655","1.74428332923893","0.305404887301609","1.74638154161983","1.1268416080245","1.28891526463419","0.149908511618352","0.536696050946826","0.143127400149305","0.452766260492819","0.266393142524932","0.854533233531019","0.543105894119684","0.320631579610043","2.3455030157283","0.323995656884902","0.545123342750584","0.246357004521076","1.04724970105969","1.16932461913137","0.547327679546516","3.3592509282598","5.78329628938064","6.34152017533095","0.192114499044647","3.70163361955012","0.113393205363721","0.122094442520525","2.58392114147869","0.476066508310957","0.226933937124617","0.28627048893697","0.459592522484689","0.681523079596499","0.0574928029316129","0.0833414988428754","1.84901634246315","4.30206594542449","0.880413207381053"
"Unknown","0","Unknown","357.146666666667","2","1.57634926962086","0.113250565957281","1.60902289230301","0.531544752425738","0.644911143626562","0.647852416400743","0.641415721327737","0.321480515973687","0.198710055021002","0.379201022111187","0.281028389274776","0.392867796214945","0.816732876287001","0.842027321135625","0.112588046419616","2.09507734330608","0.24991971183126","0.37053599003966","0.39873083222465","0.966545435150922","0.993630364953102","0.770230498173802","3.61383467323038","5.94295942025993","6.50359439578267","0.0618884356511007","1.75343451880226","0.226780971167683","0.229880478410491","4.23553663503899","0.845090058496134","0.233997399547828","0.271709694501178","0.307133607921267","0.643834204290862","0.17835555324761","0.111932085804013","1.06919983275892","4.69521243284322","0.506236798778129"
"Unknown","0","Unknown","408.72","2.26","2.14253639608314","0.280822072359042","1.68270410819376","0.844267603926375","0.07330972954903","0.83906109376226","0.271316840796012","0","0.0356871055828894","0.0712500976102069","0.0895858950238008","0.258856300355765","1.1821651088501","0.721726739972156","0.168509623138285","1.80842340368685","0.138867873846444","0.462687726392635","0.280513682921583","0.559726545549248","1.44804914038395","0.477576889214626","2.6207965070591","5.3946042334273","5.98692208864773","0.0579945254099156","2.44136675319762","0.266976484845829","0.308673944867309","4.33971112870352","0.473307953746792","0.128413010353435","0.302206016496288","0.381749102495588","0.336668920395735","0.245633117068344","0.0603567084295729","1.09455922662053","3.71577003626158","0.624904956928915"
"Unknown","0","Unknown","594.34693877551","2.04081632653061","0.59598043279921","0.323597389220106","2.16725369188575","0.230495541247658","1.2392984776644","1.17688732361018","1.12083643479313","0","0.56431026177495","0.469087796411192","0.539927796719248","0.54860177238457","0.476124907501612","0.365916321826192","0.471318822242112","1.55359190503233","0.430900823197217","0.297916122444946","0.232539543673628","0.995196613358186","1.1386454848002","0.703777494882117","3.48911970689435","5.89380538547431","6.48639564108051","0.156552550905859","2.90146206982263","0.12517506265297","0.325008269351416","2.0123606421318","0.480020104410042","0.107163036236214","0.211314225189998","0.173881755672252","0.78126211172099","0.0314971885019404","0.122307560582351","1.46554081651337","4.02242732643995","0.641810864968643"
