"Round 1","Cell type number","Final cell type","X","Y","CD68","CD163","CD14","CD11c","CD206","CD33","CD40","SMA","CD27","CD45RA","CD20","CD3","CD7","GrzB","TCF7","CD45RO","FOXP3","ICOS","CD8a","CD4","Ecad","CD303","HistoneH3","DNA1","DNA2","CD38","HLADR","MPO","CD16","CD15","Ido1","LAG3","PD1","PDGFRb","PDL1","Ki67","cleavedPARP","B2M","CarbonicAnhydrase","VISTA"
"MacCD163","13","MacCD163","361","0.416666666666667","2.57847838038423","4.21244078273019","4.91030390113984","1.88432727944287","3.21459281179356","3.90374530659311","2.21140733809192","0","0.811478037187318","0.612798715762551","0.2153749208629","0.285162263979386","0.151840711291433","0.593893237943229","0.464435671213227","3.0507561588075","0.561114986788174","0.491840730572884","0.273892186776377","3.02568858188195","2.18569428358928","0.372078696150799","2.24543541695053","4.12257040778456","4.64153707878476","0.417000746192885","4.51513227944536","0.083237182884178","2.99791814759244","1.67234113911989","0","0.162678893429425","0.851241314229291","0.523616880931917","0.518195577461366","0.00953027307256841","0.224996954747088","2.65548342979711","1.04320214172868","2.29033927166085"
"Mural","12","Mural","139.1","0.75","1.14530876716949","0.081370182555245","1.06703785329161","1.17825414302064","0.0854975623728356","1.36945138915149","0.443838780311055","2.65955336725681","0.599467773192357","0.267753470094038","0.378106995167469","0.98569254561316","0.0589802421503223","0.287268890376001","0.137252556210158","1.75600401629434","0.382477985033913","0.210601741587742","0.52691837280644","1.54215199098792","0.414484662435539","0.560086832129689","2.3888041077026","3.54678776598017","4.14130841564993","0.0244882915183645","1.28691851279608","0.0499791900693494","0.213985137083456","0.135162493761451","1.37104663319578","0.243713588381136","0.12156624148486","1.73436026325746","0.462655163576608","0.0418517142592427","0.0428572776313729","0.932839171941674","0.479323874087572","0.623100382571283"
"Unknown","0","Unknown","233.266666666667","0.466666666666667","2.11836882168579","3.06449809090049","4.91453456607345","0.630242190891168","1.23964847918612","3.06877113150993","1.82952234669517","0.115742964272204","0.585306029526031","0.370787412791804","0.0773816399720805","0.308663058371569","0.989897271721016","0.835750780065001","0","2.8185908993701","0.323318524649047","0.351454676428786","0.299917653251809","2.19032691845504","3.05122197212445","1.16432076246106","1.82721191655675","3.29068091235234","3.68978682959523","0.167974956149119","3.33451961450225","0.198690110349245","2.74767287629762","1.19438229476526","0.690579335210632","0.286025599501416","1.00161674686162","0.141380722464817","1.89665822387056","0.745758168561813","0.110175721852199","2.94315709109194","0.722251264411271","2.00383971470442"
"Tumor","8","Tumor","337.1875","0.75","1.52165932449799","0.321727490913738","2.9712057997142","0.676400652907457","0.395921959564899","2.47200426489791","1.86306396589122","0","0.482359719407203","0.0345066072318942","0.494749546748484","0.413992805117723","0.169143270975863","0.327153769542259","0.216348967635486","3.25604866142127","0.260663342351","0.590369015945023","0.19517692006829","0.850420289475615","3.65034656920499","0.926360979359904","3.7533149898495","5.30335980944414","5.87549566470038","0.157071637307195","2.98637060677523","0.33794715446119","1.16510323555236","0.570768355572535","0.651799843389981","0.590383173729857","0.39562196347464","0.587675258548955","0.947157202652229","6.2152481649732","0.10367947613555","2.01827457547797","1.4665318835579","1.00326099922635"
"Unknown","0","Unknown","380.727272727273","0.727272727272727","2.20624076806837","3.54806719400463","4.62282527325204","1.35918745895449","2.60245992983304","3.60125931529878","2.20609503038497","0.421099817017109","0.386950293344594","0.314894659562408","0.123166671081715","0.502435262103952","1.47005845149479","0.657101372866499","0.450232349033116","3.28625529019843","0.895678606714157","0.0626414974567606","0.180038720411393","2.50075022533668","2.88179589023182","0.67243955850597","3.09580285002103","4.34220069728747","4.92686513480042","0.425431593108268","4.32879091278816","0.240377063408287","2.42999245571649","1.55504662715516","0.62033511180257","0.174498546463578","1.35675781517305","0.389256668270185","1.26658038887419","0.831104527037105","0.110039154722389","2.61036565756295","1.13559554466663","2.10014115515833"
"Tumor","8","Tumor","446.533333333333","0.533333333333333","1.12824369618268","1.78111985034709","3.46941002553145","0.177737757367022","1.19910213535646","2.38480394556978","1.98832344947424","0","1.20570905235301","0.0791065270165232","0.226988924686723","0.90987201641138","0.0400241293601944","0.866730326958199","0.830923333250371","2.92133614132571","0.0818249542490057","0.876173009969854","0.128419457364961","1.30038995346427","3.4714879240905","0.677982205951831","3.19521336018796","4.50570434081455","5.17910443537174","0.0335815216295186","3.22530114932911","0.226794668218712","1.17992020364267","0.329094353176223","0.457116177895666","0.216673737562166","0.0598712240186188","0.296390253487322","1.72793549989626","0.605295216746158","0.109521898525709","2.28871520938011","0.772817987216525","1.30606888477701"
"Tumor","8","Tumor","197.238095238095","1.14285714285714","1.57591414181268","1.74238557071231","3.95666816780543","0.572044085567682","1.45663756706331","1.53418605427606","1.31330608173551","0.388823736869588","0.465519101688634","0.1446433508712","0.471497801129135","0.35213128269653","0.278660481060506","0.580522948242393","0.465573809085286","2.78859655767979","0.358089211459001","0.233677795878348","0","1.31634136627519","2.83066332076896","0.628655053124984","2.48524136616768","4.01562864411549","4.5156936654231","0","2.90062434673146","0.047601069341561","1.59339837736717","1.86295085325459","0.299644231414604","0.146998428397979","0.43339508382081","0.204882133184778","1.32706895328869","0.504969074354011","0.00218156147442512","2.19461097134099","1.03646497507706","0.902374734223676"
"Tumor","8","Tumor","226.5","0.875","1.88169625507442","2.04792620570757","4.30639886855688","0.701123825747703","0.556246428789173","2.59477441624759","2.03199562682618","0.0848745404958268","0.106411366218727","0.667813878859348","0.619994283852427","0.912948825985335","0.538775658276885","0.898723819186804","0.593932656908376","2.64941101534677","0.587730252506495","0.307424592388345","0.122890690588369","1.71509046164538","3.64352198956329","1.47742288768122","2.51265617293479","3.86982915533195","4.2837317903807","0.0708231125967435","3.13640605304952","0.513281721568295","2.49136169327984","1.01846718371838","0.468285704764543","0.0542262492523302","0.975971962834848","0.169746165327653","2.12238464894256","0.993355328071062","0.778637784517923","2.70644565607851","1.02557474285839","1.65944377513378"
"Tumor","8","Tumor","320.78125","1.34375","0.965253059222893","0.508284476146473","3.11469396251317","0.409940953035803","0.327749207303967","1.6477698761765","1.56014581245021","0","0.439034552823911","0.141119175950833","0.23166941933116","0.324750215193834","0.0133718174903314","0.324600477546729","0.0575616260278739","2.69514770056274","0.109203058196546","0.466088172645135","0.0289870747773494","0.955192824325989","3.76281729574633","0.821294981968025","2.92233331675735","4.22325682102616","4.77284703980229","0.203671066586844","2.56146297348152","0.272355824917761","1.01023656066219","0.191175323555512","0.303929665210953","0.124349006820317","0.510793760269135","0.150261068601132","1.31193487630229","0.49999070019179","0.0867447062656625","1.81924118640923","0.495675014816433","0.648724210162348"
"Unknown","0","Unknown","497.25","1.0625","1.80400068330553","3.8325767380196","5.18480193977819","0.886731754073696","2.56303607670412","3.13201981097434","2.01893614137506","0.829457658847943","1.051757236225","0.250041456958016","0.520616122472273","0.506469826421754","1.06939924268143","0.593696475814407","0.205548457761662","3.47038411001385","0.321809655976305","0.775608389074737","0.430902660337586","2.49713421179992","2.90749582551941","0.99643635660088","3.15445157859776","5.04577875559643","5.55263911028166","0.29192070298255","3.07893888925731","0.334813265461799","2.82177098421493","0.105303502087331","0.902832033865092","0.168285604634515","0.721446565816604","1.19252517858017","0.397260114920196","0.35796102013148","0.158422018704044","2.40545848310958","0.7309014369191","1.5681286004078"
"Tumor","8","Tumor","248.578947368421","1.73684210526316","1.7113947427349","2.35581785704915","4.25927594448805","0.623172740660711","1.46697462999258","2.6674212186739","1.27792198387062","0","0.34401179417092","0.274268411153921","0.231845734159276","0.462017728638235","0.180891829487163","0.602961486328448","0.286936342686139","2.95642095181377","0.303545994920763","0.707310674250509","0.153784263396893","1.93087849549883","3.79911024230919","0.754786541680529","2.88709705046911","4.54494606047003","5.11645686463273","0.219062919719514","3.03950716402204","0.334843521635386","2.12692072245058","0.822203971765512","0.49692154162842","0.195060374639295","0.386435741455467","0.102674125745067","1.30116448201212","4.22596489585129","0.222560718988962","2.41918399618344","0.566407404478972","2.04904124834983"
"Tumor","8","Tumor","427.391304347826","1.45652173913043","1.16404868256196","1.76585931339656","3.86580912018091","0.335728266626514","1.2815880254955","2.21015958835493","2.03571328101369","0","0.688392217249375","0.117367539241608","0.255338086391711","0.474422555891293","0.532802407363007","0.628103815056183","0.445220004231936","2.51172192355628","0.312995069167663","0.454921118157915","0.14967517778359","1.30138256887004","3.70507879243164","0.516719328364721","2.62197136739596","3.76376033151634","4.31577421057477","0.241926107425982","3.18699025609094","0.349254545356457","1.40483681706681","0.781118015784846","0.494267819224666","0.270914447725875","0.345894311064932","0.538567999116401","1.23277131017453","3.49102224883262","0.0875362851020695","2.14366676467273","0.790859747304603","1.89917772981974"
"Tumor","8","Tumor","567.366666666667","1.23333333333333","1.1312468925697","1.17871359547603","4.14614443712911","0.632264705403727","0.825076800912955","2.00251426793669","1.57881800497469","0","0.245068706755169","0.14765236147746","0.239360903906964","0.284909117311971","0.387720264547251","0.628533450693728","0.238167039362502","2.74712227655363","0.557946979582386","0.496359002927386","0.238151556086117","1.21117015113762","3.9236274812423","0.181190339598088","2.74429191626545","4.15887717150806","4.72590657231423","0.0389482640628854","2.52657452349098","0.099834078899209","1.05017028151845","0.0299876491139369","0.461989228766633","0.323746164522596","0.428159506214163","0.167374278750548","1.25451425505664","0.76194303718462","0.00883594031105849","2.46371478066748","0.257528836181917","1.48127147265732"
"Tumor","8","Tumor","329.628571428571","1.68571428571429","1.1764101402724","0.540614525104363","3.04351296759286","0.387206482846383","0.268167029742979","2.02384871240466","1.25291792431103","0.260396823795088","0.832439681314436","0.28364108332622","0.281166208586218","0.44195601457474","0.461647356604991","0.564773102127957","0.132960386171987","2.83039742273003","0.245325833657058","0.326096074560273","0.219108969358819","1.28144296217112","4.00002178574845","0.431317343606247","2.9252092445724","4.60759462601004","5.06317024444122","0.0687045232172186","2.76747174317419","0.173984753463058","0.921929608598422","0.0863635383973241","0.413968240442358","0.137147105103463","0.275680000351305","0.371558012728511","1.46936680138659","2.11165328816264","0.120066250763813","2.27041851304116","1.00146823159994","0.982167190713275"
"Tumor","8","Tumor","456.354166666667","1.89583333333333","1.21824946750436","1.05749864294212","3.32223611669229","0.980802228764054","0.720824311594402","2.00246991339555","1.32206453595413","0.0780141049466252","0.531467613921817","0.12220533247824","0.445358559024569","0.537807085179581","0.425911361094472","0.31305380120526","0.109808256475248","2.66052080824366","0.142846136266125","0.610994967768139","0.116617128797847","1.44156952748164","3.26333002775046","0.670935326707112","2.75931304810326","4.05383298989164","4.58188810035037","0.0729326921716068","2.57060478601759","0.295701599554639","1.41068884103259","0.654485091473234","0.429082476035483","0.302820171630828","0.53397007670019","0.419142393154581","1.04706165083305","0.23863948603638","0.0535304459661447","1.75933231168458","0.637598761745304","1.06219251109155"
"Unknown","0","Unknown","535.95","1.4","1.70810640438822","3.85286041317443","4.606090107789","0.549757281019266","2.60794066668772","2.16596242793216","2.23313256211704","0.278800510362072","0.727750355171333","0.055798383119752","0.350997595421997","0.615216553891616","0.0792309063098923","0.334324605866789","0.13805811072844","2.86793450006773","0.351298913625517","0.509911529425345","0.185387597106041","2.21691492175108","4.8284117605299","0.168767465242058","2.10376721059992","3.56531617369096","4.10285848029018","0.143813633861083","3.31431089351888","0.376226374514007","2.44068752941547","0.130678723952979","0.385126421211731","0.252704847530212","0.398301915525199","0.113791038856137","1.52900830155836","0.571337558530484","0.0835288865299398","2.60300989808322","0.75576328754383","2.04488423589559"
