"Round 1","Cell type number","Final cell type","X","Y","CD68","CD163","CD14","CD11c","CD206","CD33","CD40","SMA","CD27","CD45RA","CD20","CD3","CD7","GrzB","TCF7","CD45RO","FOXP3","ICOS","CD8a","CD4","Ecad","CD303","HistoneH3","DNA1","DNA2","CD38","HLADR","MPO","CD16","CD15","Ido1","LAG3","PD1","PDGFRb","PDL1","Ki67","cleavedPARP","B2M","CarbonicAnhydrase","VISTA"
"Tumor","8","Tumor","175.310344827586","1.17241379310345","1.79897143483971","0.255630510978795","3.14530707292223","0.727219551789773","0.799841619599528","2.42245899750775","0.706784583285345","0.203229071733659","1.0183423713256","0.904857752449047","0.668470813528276","0.867387063085916","3.14329653496231","1.62090906928014","1.23912569873514","1.96515660425221","0.875928166360221","0.793740185217751","0.598379476562904","1.14147010892954","4.12941882386791","1.63306920610471","2.98888654898581","4.0297477325143","4.50881549827856","0.353817571917128","0.852672557108004","0.047461625861645","0.103264649374163","4.84761717739088","1.02625384765641","0.300745933918095","0.506925996898234","0.866106932052541","1.52704871194363","0.45418092556065","0.582160577440103","2.90176620354773","1.26881704783033","0.308481971689009"
"Unknown","0","Unknown","213.62962962963","0.888888888888889","2.37778066729807","0.439485502446735","4.06422039296785","0.603551022771422","1.00664607295222","2.98411368476907","0.441478443706932","0.668811086474016","1.0973223536829","1.42817793191179","1.17263635603904","1.0452786819577","4.80464992913983","1.72214449786956","1.5956118194054","2.08387997944267","0.944919782305152","1.36940887528124","0.935880941644998","2.02020071977115","4.68745604887259","1.95053307422019","2.77061770210889","4.18235896084773","4.71743892006084","0.153854818123123","1.30605763423111","0.350465010713643","0.859844752372239","5.29136620672317","1.3722265489128","0.835326451305707","0.836245227613764","1.29128056392314","2.00609352199983","0.846010421189148","0.796533746394017","3.23873694650375","1.75563441160505","0.633294080303685"
"Tumor","8","Tumor","532.090909090909","0.727272727272727","2.31580657373973","0.629804455797608","2.58075283861441","1.60490369729031","1.08478819541986","0.988292261581057","0.0701000480284566","0.182954894080444","1.09137066798013","0.806948173260335","0.685840573222801","0.684514890696791","0.715575870317439","1.02174073797251","1.91106419940804","2.88466637031061","0.424834953639623","0.874783126769945","0.0872391941895383","1.83982472969359","4.32794974810013","1.42479776655756","3.40147003769083","4.60881976605695","5.17851309516266","0.327685122179652","0.165721780235313","1.39960650408039","0.391581206095396","5.14812077982421","1.22813012145296","0.969743452258709","0.261265889644613","1.15539445612008","0.749614079936919","1.29891740669755","0.364932587766337","2.36896162624433","1.36347517869654","2.20654751473116"
"Unknown","0","Unknown","552.05","0.85","2.03820326178066","0.492042967198924","2.22351669822244","1.98207268598116","1.12633761648659","1.07117778173062","0.518533052568896","0.332200821995327","0.350457442552182","1.02917300418351","0.559147847241666","0.353196886319294","0.268468464870745","1.0921206641424","0.862028884822263","2.25612205653145","0.476285181394413","0.438819064725758","0.671920120163272","1.38454564476329","3.98040144149358","1.40689987638884","2.77582043059103","2.98695102132902","3.78118167961692","0.312548610666386","0.00038994662167363","0.610734172165506","0.34466216795524","4.87144761095292","1.11510185831601","0.26131249774173","0.333891991252355","0.376202614449679","0.573137699048826","2.2327379715723","0.216969416229951","1.46323788486794","1.10171870638679","0.283298241684173"
"MacCD163","13","MacCD163","228.208333333333","1.29166666666667","3.04905783394285","3.36482608715221","2.75110803946583","2.3374733480654","3.39736382049982","2.06138046797544","0.70516168138676","0.645420021331856","0.548826013025854","0.837758509535433","0.604578289975248","0.494863348608227","1.63918332126618","1.36800330503641","1.44894463566976","2.01990624422521","0.383695619233605","0.765125778856498","0.780773678202429","2.07415311912467","2.60487694623982","1.37817004846141","2.11091411045856","3.6726141079246","4.32736945275861","0.219792516625086","3.56503278969534","0.206854988160877","1.56338884412817","3.7280611322041","1.03729959713589","0.491032767646625","0.821009388784611","0.951160822251935","1.5367581347644","2.43872940549044","0.754134808797017","2.25763171378984","0.931764608704597","1.04935399695474"
"Tumor","8","Tumor","499.333333333333","1.18518518518519","2.29516139810589","0.284864388218648","2.36143339791901","0.490201994028578","0.49252684560152","2.3110827810624","0.167136720156469","0.266715386588409","0.569482299245762","1.00581921862098","0.466863350886039","0.48281550404718","0.826487948145184","0.713320040138172","1.03195399669661","2.10521708716521","1.12082273297602","0.885557547171987","0.680623988924147","1.38202361085862","3.79692649931169","1.43722190855632","3.22746170394544","5.2522496397748","5.7555277119722","0.310467112182034","0.872317465484287","0.142392328929331","0.525031557608686","4.41448571143699","0.931465065385886","0.44436146575934","1.04822458056023","0.729129846152817","1.49538699634857","2.67306502281463","0.321813096897831","2.4370610870735","1.34978969903968","0.307659598089821"
"Tumor","8","Tumor","188.385542168675","2.53012048192771","1.4077841587785","0.367223694334352","2.53249685670009","0.225848978058588","0.43715151914264","1.69863343486842","0.0721033430401421","0.217218843626326","0.527118537733916","0.476442480614992","0.546194636126736","0.39575906430304","1.81849223191745","0.738851925656234","1.35512758986143","1.90387484178858","0.459302308752855","0.554623811023965","0.192865772879647","1.10791750495026","3.43497723574563","0.728851636421811","3.01770129182177","4.72605880217371","5.28328532168002","0.166616536599935","0.503427102470478","0.180026298531242","0.257153981077256","3.82123706191854","0.872253280716523","0.129716952513933","0.455435963553844","0.543278319705621","0.64074491923739","3.37314434874247","0.247409185753468","1.75789128939984","1.0319596350506","0.365142030422493"
"Mural","12","Mural","289.507462686567","2.07462686567164","2.31533431747397","0.442412098893925","2.02913806904775","0.774298736997109","1.04790235305988","2.23036025067808","0.295760430505722","1.41001143753204","0.554242886456292","0.527982858834664","0.3700375567477","0.439081930897112","1.03749196034001","1.04564724041243","0.836333236168632","2.73916761339259","0.544720742002629","0.648160729974165","0.554930944023111","1.2738508183256","2.17272785551857","1.16804910263971","3.7071333796228","4.94740971528231","5.51316923491865","0.250206109169112","0.813023957500368","1.60301867860477","0.167660630384183","3.758624487086","0.974897397042813","0.332149926607173","0.239243629980917","1.59340768710931","2.20379165526622","0.295562256218164","0.409397825721524","1.67986034247538","0.80267821404675","0.922567600880474"
"Tumor","8","Tumor","568.690476190476","2.54761904761905","1.11404033429378","0.179540414024851","1.99620800029116","0.194479542941405","0.374824117008052","0.801297663443296","0.134596433356457","0.0893072248571622","0.434593781278637","0.343346912330536","0.361948944819068","0.352965492629879","0.598175229888207","0.617879791493114","0.891114379165106","1.35246278455162","0.471820982758097","0.489622294964465","0.401357127027792","0.777765489832518","3.73568385451818","0.896385931347732","2.54666736742484","4.38253313100302","4.95420661546805","0.318859666948999","0.340547549004189","0.501378101164337","0.100873203106226","3.82071549184802","0.687815850346413","0.21065204778257","0.225852973834845","0.245547430016312","1.17271711763595","2.12690984156063","0.175011324128397","1.37185538918552","0.904522813595683","0.268607879917642"
"Tumor","8","Tumor","597.565217391304","2.39130434782609","0.906368207928749","0.0591046161336177","1.7135939096207","0.313394265192338","0.495479707625505","0.630232461752875","0.0622638522952936","0.470413918703177","0.425206822869303","0.265994156732116","0.141163359428565","0.462568826416275","0.372046357849857","0.340402079199543","0.532062244960527","1.92782627343365","0.0748804036632759","0.683010739747614","0.203029786961887","0.512611904560132","3.76382250941389","0.879826598732971","2.73823470458174","4.83795325458131","5.50895726935719","0.0277936141928638","0.484071990898258","0.198360865332437","0.130067732957576","3.90478197701619","1.03817560082197","0.213789270682152","0.524277748181284","0.372384608251265","0.53467571165386","1.59789582668613","0.299580358888595","1.18753741268159","0.586345839387916","0.298381812580945"
