X,Y,MPO,HistoneH3,SMA,CD16,CD38,HLADR,CD27,CD15,CD45RA,CD163,B2M,CD20,CD68,Ido1,CD3,LAG3,CD11c,PD1,PDGFRb,CD7,GrzB,PDL1,TCF7,CD45RO,FOXP3,ICOS,CD8a,CarbonicAnhydrase,CD33,Ki67,VISTA,CD40,CD4,CD14,Ecad,CD303,CD206,cleavedPARP,DNA1,DNA2
376.25,0.625,0.12467674692144592,4.540453630327843,0.8827129689867231,0.6653558574260421,0.7553605152393857,2.619922959977946,1.9164811464685485,0.2420537606808874,1.101023503011045,0.17493553998947045,2.4728883697173645,1.4627235674827854,0.5809024199947108,1.9964764977892246,1.5988420638394996,0.6014195699021213,0.7659851124568259,0.872994271797382,0.5760699633067721,2.338940853613744,2.083706372861973,0.35628650891468566,1.7393383429400586,2.5277623204324033,0.9020889219297877,1.2034191233819689,1.3565327279935568,1.8511957081773363,1.0305665497831247,0.6376446082806867,0.12140633682253243,0.06098097316092251,2.3211083654381826,4.396815085181029,5.817973401969872,2.331046072066556,0.935517224171599,0.47505784347178226,4.93954691029857,5.5995032004665575
409.48148148148147,0.8888888888888888,0.13389585618084035,5.344992049835912,1.6670950204725625,0.810351756375074,0.5989839555588904,2.2535855061228585,1.0945503705593285,0.4069205426840614,1.1156143665902534,0.1957917011632973,1.8810999501051429,1.2036420447144442,0.700571075690014,2.1776608288018244,1.2702568352930947,0.4228603407896494,0.756034771417557,0.4036602123057486,1.4286815464232119,1.9782224202722534,1.8719435323813522,0.7072738070204171,2.0673865991728664,3.2512968379359166,1.1501870186823355,1.0785472932756668,0.7942900945217015,1.6039385836156674,1.556751511627297,0.225079205559723,0.6055925843764899,0.3084921813177993,1.7815747019260402,3.6107826787191004,4.915492242923888,1.31637398078842,1.040566906967248,0.38945275446081595,5.601800324560406,6.1774389638187985
188.98611111111111,3.236111111111111,0.10326907214039438,4.986838836647222,1.4455192680643476,0.1780053111681387,0.10829796932475795,0.68329690792177,0.4688331429788859,0.1693704626061458,0.39643924603185243,0.11012082630276285,0.8983596533406335,0.180147164106376,0.25641914443785363,0.8524852421010138,1.9317057489639209,0.16373004162704327,0.2847731811513553,0.1860699812891122,0.2112564022265637,0.7089240203780929,0.29119939495337055,0.19093951080953012,0.8407000766173414,4.026651495615094,0.4274941073380405,0.3957787627226484,0.3248923225981023,0.6453276478752654,0.10881281627466728,0.11235655543199628,0.42218174374152445,0.22577913212757542,2.044598088135776,1.6580058674411928,0.3878787366643046,0.7948683888697206,0.5014995897291477,0.09325185246127883,4.717672120349203,5.330654605277424
381.5675675675675,3.608108108108108,0.09445408540837975,4.8182189747165,0.45574741437359856,0.22784623181874586,0.2636357456011574,1.9442244017913446,1.1131855257506633,0.14995109632714104,0.4510813506587482,0.09992573696643306,1.643187511227955,0.7673465532938593,0.3483127607572421,1.2934411812781104,1.1010741452027588,0.18445639629707583,0.6773999037447012,0.44647959301043416,1.0433623587395748,1.6142250507815263,1.5369231754587294,0.4101780906523038,0.7413025571762966,2.620707863495528,0.5823877710558113,0.7880813359172985,0.5735930975256296,1.3559821210772964,0.6543908615465328,0.9276295926873452,0.3487964037627785,0.11188275804746974,1.3610263306308092,3.432666594474451,4.706316256381728,1.2404503993619909,0.5943474374328234,0.2504164697070473,4.714676561100261,5.310058125672876
391.1428571428572,4.329670329670329,0.07989999609353937,4.910588824314003,1.1879842641997636,0.593107368723612,0.14948908650975865,2.3285574911184628,1.0835297386292144,0.21290395740748683,0.17799585249508382,0.42791950027835046,1.8696476829609916,0.37123786816256865,0.8405853894132088,0.9658440730928963,2.2432551349026957,0.11706182141556255,0.8327175393456724,0.5903138990294765,0.2025091989089109,0.8054568086662265,1.968096459108046,0.3550878520666993,0.34223690067229695,2.5550798852045524,0.271711579706972,0.7428607262714879,0.17333302739134443,0.5613926113083657,0.4326959391822872,0.08181713164173328,0.42267957617366436,0.12957657167814102,2.207178440032927,2.653603944546016,1.7442455287851144,0.47986121964650597,0.2925698039446713,0.050616956806042224,4.922570134701628,5.509349169687008
423.89473684210526,3.747368421052632,0.09860920837890148,4.513538903509242,0.6029929395963166,0.3752685670790168,0.6887167374434118,1.9118144547776683,0.8823856812392747,0.16986873373206646,0.5119895732255533,0.16010919846101435,1.6480401582955801,0.8493541305731545,0.4701904858877931,1.6385426205392781,0.8628398905735049,0.16390386259331366,0.4896367341692431,0.29484226776138694,0.7018912955960426,2.1736196178872214,1.5413350347152928,0.6411824457901798,1.7948923723476324,2.518340700681621,0.5933790789536844,1.2166028956344819,0.6729104823775427,1.684817949078803,1.0217395878727646,0.0787134514722197,0.2723899597442072,0.21758917779029452,1.6925924683803555,3.219038105813023,4.888324775877028,1.3905354133587124,0.5434070456382057,0.28344300983659104,4.802432301884475,5.399618252621676
466.68461538461537,5.7615384615384615,0.1128744050249764,4.841605066974295,1.4386037470932174,0.2255605325671843,0.4668584882929801,1.5739495595199349,0.7947208211977033,0.17678762664862718,0.48598440113401503,0.07346658908349481,1.2522343607123714,0.8936369627282741,0.34443347451348605,1.4901971828687806,0.9389788003467725,0.14664205487148496,0.5183586983306946,0.27682567390669366,0.7621334999568585,1.7915368261572413,1.245634194646842,0.40926033708690107,1.1454706857992367,2.8558909415103018,0.49365904887893014,0.8097871386317695,0.4784317962100093,1.170025395693573,1.1276445823594143,0.2704998598002466,0.36953684384368524,0.1352170492336351,1.428453638145078,3.0302479296860123,4.277766924531164,1.3602247121149964,0.651693616518254,0.23241986259778602,5.0495955375461214,5.617356213174321
152.27058823529413,7.552941176470588,0.171955341240668,4.7568578009042,3.568420550814595,0.1521435879343669,0.389964231879869,0.4256386659238617,0.5371655690798243,0.3525105817091882,0.3584672991952046,0.24996959088263912,1.9628828186374983,0.4176064619285659,0.44275421914662844,1.0039284204488679,0.5922274392037314,0.22932237287156246,0.28986896874646867,0.2419975437156245,1.8898790126789513,1.1216252253468877,0.6775418914802337,0.4438410384046889,0.7220361020943182,2.3810980796844374,0.222601200776827,0.5076411909956795,0.47410708578609595,0.8863220075448408,0.7990893661902116,0.12603077594260592,0.6085331107634097,0.5778836132459748,0.8642653318860342,3.7349803912650663,2.1820566035606372,1.1350970937283145,0.6095405350038061,0.11652233614586172,4.567966351174613,5.182365521691562
295.3565891472868,6.007751937984496,0.10060539588294089,4.900758615434723,2.0441197064685417,1.3996109947049438,0.23985223730608393,3.1117634186293888,1.0476284192589067,0.20023306997935553,0.2360381580678983,0.17481560153947862,2.23432905856012,0.44240355558466665,1.7435843669535502,1.1145350249392711,1.819571109786365,0.10122713474864582,1.8251395303012932,0.19287000518529843,0.9176442078537667,1.3383233634897347,2.0520247090600527,0.49225404842889786,0.5850151630226127,2.6591505556438197,0.22977659137491202,0.3763780564712888,2.3390595611649303,0.9745278290219163,0.9154918986106964,1.6329829042018795,0.6289913584754923,0.4053227098692847,1.7326287927482547,3.397932014269412,1.4889688855908787,0.6493026548529276,0.3718359009726007,0.10259104332027258,4.605955289797714,5.225262732071636
409.8775510204082,8.153061224489797,0.13427697826791754,4.476477682158653,0.6501038167151733,0.2694307566541728,0.45276645132120574,1.4391293281309252,0.5545556452098048,0.08051690583466295,0.5367252043238859,0.07235768555671653,1.2986338105363453,0.8433750304975312,0.31487169575113405,1.5889442311376847,0.6451184680405172,0.15438802080592748,0.5780662277027043,0.23100181046009186,0.6550235839128612,1.4798792467592723,1.2177864338958986,0.20144974900523172,1.2955294039229044,2.186247941575228,0.5589382723008204,0.5836127427915416,0.4136645086031906,1.0480903370291779,0.8313412114426042,0.2540331622139698,0.45510702879938586,0.20529426408858553,1.2320346159472917,2.934592495925282,4.49697525035723,1.3912625365783968,0.6033364447627014,0.09061240873044916,4.702816263066684,5.25541096303912
